Book name,Author,Publisher,Discounted price,Price without any discount,"Discount, %",Stock availability 
"Алгоритмы. Справочник с примерами на C, C++, Java и Python",Хайнеман Джордж и др.,Вильямс,2696,3456,22,На складе
Изучаем JavaScript. Руководство по созданию современных веб-сайтов,Браун Этан,Вильямс,2022,2592,22,Ограничено
Легкий способ выучить Python,Шоу Зед А.,Бомбора:Мировой компьютерный бестселлер,660,846,22,Ограничено
Изучаем OpenCV 3,"Кэлер Адриан, Брэдски Гэри",ДМК-Пресс,3622,4644,22,На складе
Семь языков за семь недель. Практическое руководство по изучению языков программирования,Тейт Брюс,ДМК-Пресс,1306,1674,22,На складе
Flash MX для профессиональных программистов. Учебное пособие,Капустин Михаил Анатольевич и др.,Просвещение/Бином:Основы информационных технологий,344,574,40,На складе
Программирование на Java для начинающих,Васильев Алексей Николаевич,Эксмо-Пресс:Российский компьютерный бестселлер,884,1133,22,На складе
Javascript и jQuery. Интерактивная веб-разработка,Дакетт Джон,Эксмо:Мировой компьютерный бестселлер,1856,2380,22,На складе
Предметно - ориентированное проектирование. Самое основное,Вернон Вон,Вильямс,2022,2592,22,На складе
Введение в Elixir. Введение в функциональное программирование,"Сенлорен Симон, Эйзенберг Дэвид",ДМК-Пресс,1409,1806,22,На складе
Моделирование аукционов,Демешев Борис Борисович,ДМК-Пресс,711,911,22,На складе
Как самому написать мобильную 2D-игру,Язев Юрий Евгеньевич,Солон-пресс:Библиотека профессионала,1108,1421,22,Ограничено
Python и машинное обучение,Рашка Себастьян,ДМК-Пресс,2616,3354,22,На складе
Проектирование пользовательского интерфейса Android,Клифтон Ян,ДМК-Пресс,2012,2580,22,На складе
Программирование на C в примерах и задачах,Васильев Алексей Николаевич,Эксмо-Пресс:Российский компьютерный бестселлер,969,1242,22,На складе
"Прикладная криптография. Протоколы, алгоритмы и исходный код на C",Шнайер Брюс,Диалектика,7490,9602,22,На складе
ASP.NET Core MVC с примерами на C# для профессионалов,Фримен Адам,Диалектика,4719,6050,22,На складе
"Стек, или Путешествие туда и обратно",Вторников Алексей Анатольевич,ДМК-Пресс,515,660,22,На складе
Программирование на Visual Basic для начинающих,МакГрат Майк,Эксмо-Пресс:Программирование для начинающих (обложка),560,718,22,На складе
Реактивное программирование с использованием RxJava,"Нуркевич Томаш, Кристенсен Бен",ДМК-Пресс,1710,2192,22,На складе
Не заставляйте меня думать,Круг Стив,Эксмо-Пресс:Мировой компьютерный бестселлер,740,949,22,На складе
Go на практике,"Батчер Мэтт, Фарина Мэтт",ДМК-Пресс,1610,2064,22,На складе
Использование Docker,Моуэт Эдриен,ДМК-Пресс,1810,2321,22,На складе
Методы разработки математических моделей и вычислительный эксперимент на базе пакета MATLAB,Плохотников Константин Эдуардович,Солон-пресс,1879,2409,22,Ограничено
"Гибкая разработка программ на Java и C++. Принципы, паттерны и методики",Мартин Роберт С.,Диалектика,5393,6914,22,На складе
Цифровая обработка сигналов на языке Python,Дауни Аллен Б.,ДМК-Пресс,807,1035,22,На складе
Эффективная работа с унаследованным кодом,Физерс Майкл К.,Вильямс: ,3716,4764,22,На складе
"Непрерывное развертывание ПО. Автоматизация процессов сборки, тестирования и внедрения новых версий","Хамбл Джез, Фарли Дейвид",Вильямс,4045,5186,22,Ограничено
Программирование на C++ в примерах и задачах,Васильев Алексей Николаевич,Эксмо-Пресс:Российский компьютерный бестселлер,683,876,22,На складе
Cassandra. Полное руководство,"Карпентер Джефф, Хьюитт Эбен",ДМК-Пресс,1509,1934,22,На складе
Изучаем Angular 2,Дилеман Пабло,ДМК-Пресс,1409,1806,22,На складе
Разработка обслуживаемых программ на языке C#,Виссер Джуст,ДМК-Пресс,906,1161,22,Ограничено
Разработка обслуживаемых программ на языке Java,Виссер Джуст,ДМК-Пресс,906,1161,22,Ограничено
10 практических устройств на AVR-микроконтроллерах. Книга 1 (+CD),Кравченко Алексей Владимирович,Корона-Принт,430,551,22,На складе
XBRL для чайников,"Хоффман Чарльз, Уотсон Лив","Диалектика:Для ""чайников""",2022,2592,22,На складе
Разработка геоприложений на языке Python,Вестра Эрик,ДМК-Пресс,1710,2192,22,На складе
Инженерия требований,Халл Элизабет и др.,ДМК-Пресс,1409,1806,22,На складе
Программирование PIC - микроконтроллеров на PicBasic,Хелибайк Чак,Додека XXI век:Программируемые системы,906,1161,22,На складе
Введение в современные САПР. Курс лекций,Малюх Владимир Николаевич,ДМК-Пресс:САПР от А до Я,711,911,22,На складе
Функциональное программирование на F#,Сошников Дмитрий Валерьевич,ДМК-Пресс,711,911,22,На складе
Скользкие места С++. Как избежать проблем  при проектировании и компиляции ваших программ,Дьюхэрст Стефан К.,ДМК-Пресс:Профессиональная серия от Addison-Wesley,906,1161,22,Ограничено
Программируем микрокомпьютер NXT в LabVIEW,"Белиовская Лидия Георгиевна, Белиовский Александр Евгеньевич",ДМК-Пресс:Все о LabVIEW,711,911,22,На складе
Dart в действии,Баккет Крис,ДМК-Пресс,1610,2064,22,На складе
MATLAB. Полный самоучитель,Дьяконов Владимир Павлович,ДМК-Пресс,2012,2580,22,На складе
С для программистов с введением в С11,"Дейтел Харви, Дейтел Пол Дж.",ДМК-Пресс,1509,1934,22,На складе
Параллельное и конкурентное программирование на Haskell,Марлоу Саймон,ДМК-Пресс:Функциональное программирование,1610,2064,22,На складе
Практическое использование Common Lisp,Сайбель Питер,ДМК-Пресс:Функциональное программирование,1810,2321,22,На складе
Сбор данных в Интернете на языке R,Храмов Дмитрий Александрович,ДМК-Пресс,1306,1674,22,На складе
Unity 5.x. Программирование искусственного интеллекта в играх,Паласиос Хорхе,ДМК-Пресс,1409,1806,22,На складе
Программирование микроконтроллеров. Стратегия и тактика,Матюшин Андрей Олегович,ДМК-Пресс,1610,2064,22,На складе
Ruby on Rails для начинающих. Изучаем разработку веб-приложений на основе Rails,Хартл Майкл,ДМК-Пресс,2213,2837,22,На складе
Программирование и отладка С/С++ приложений для микроконтроллеров ARM,Магда Юрий Степанович,ДМК-Пресс,711,911,22,На складе
Эффективное использование С++. 55 верных способов улучшить структуру и код ваших программ,Мэйерс Скотт,ДМК-Пресс:Профессиональная серия от Addison-Wesley,1005,1289,22,На складе
"Assembler. Для DOS, Windows и Unix",Зубков Сергей Владимирович,ДМК-Пресс:Для программистов,1509,1934,22,На складе
Лямбда-выражения в Java 8. Функциональное программирование - в массы,Уорбэртон Ричард,ДМК-Пресс:Функциональное программирование,807,1035,22,На складе
Системная инженерия. Принципы и практика,Косяков Александр и др.,ДМК-Пресс,2012,2580,22,На складе
PHP 7,"Котеров Дмитрий Владимирович, Симдянов Игорь Вячеславович",BHV:В подлиннике,1561,2001,22,На складе
Оптимизация приложений на платформе .Net,Голдштейн Саша и др.,ДМК-Пресс,1810,2321,22,На складе
Интерфейс. Основы проектирования взаимодействия,Купер Алан и др.,Питер:Для профессионалов,1714,2197,22,На складе
Аналоговые интерфейсы микроконтроллеров,Болл Стюарт Р.,Додека XXI век:Программируемые системы,1207,1547,22,На складе
Практическое использование Vim,Нейл Дрю,ДМК-Пресс,1409,1806,22,На складе
Анализ сетей (графов) в среде R. Руководство пользователя,Люк Дуглас А.,ДМК-Пресс,1810,2321,22,На складе
Основы проектирования в Autodesk Inventor 2016,Зиновьев Дмитрий Валериевич,ДМК-Пресс,807,1035,22,На складе
Bootstrap в примерах,Морето Сильвио,ДМК-Пресс,1409,1806,22,На складе
Изучай Haskell во имя добра!,Липовача Миран,ДМК-Пресс,1509,1934,22,На складе
Matlab & Simulink. Проектирование мехатронных систем на ПК. Учебное пособие для ВУЗов + CD,Герман-Галкин Сергей Германович,Корона-Принт:Учебное пособие,575,737,22,На складе
10 практических устройств на AVR-микроконтроллерах. Книга 2 (+CD),Кравченко Алексей Владимирович,Корона-Принт,430,551,22,Ограничено
Вычислительная геометрия. Алгоритмы и приложения,Де Берг Марк и др.,ДМК-Пресс,2414,3095,22,На складе
Разработка веб-приложений в ReactJS,"Хортон Адам, Вайс Райан",ДМК-Пресс,1409,1806,22,На складе
Введение в статистическое обучение с примерами на языке R,Джеймс Гарет и др.,ДМК-Пресс,3018,3869,22,На складе
Современное программирование с нуля!,Потопахин Виталий Валерьевич,ДМК-Пресс:Учебное пособие,711,911,22,Ограничено
Программирование на языке Lua,Иерузалимски Роберту,ДМК-Пресс,1306,1674,22,На складе
Android NDK. Руководство для начинающих,Ретабоуил Сильвен,ДМК-Пресс,1416,1816,22,На складе
Скрапинг веб-сайтов с помощью Python. Сбор данных из современного интернета,Митчелл Райан,ДМК-Пресс,1306,1674,22,На складе
PIC-микроконтроллеры: архитектура и программирование,Предко Майкл,ДМК-Пресс: ,1207,1547,22,На складе
Моделирование антенных устройств в Matlab с использованием пакета расширения Antenna Toolbox,Типикин А. А.,Солон-пресс,483,619,22,На складе
Управление электронными устройствами на С++. Разработка практических приложений,"Катупития Янта, Бентли Ким",ДМК-Пресс,1409,1806,22,На складе
C# 6.0. Справочник. Полное описание языка,"Албахари Джозеф, Албахари Бен",Вильямс,3371,4322,22,На складе
LabVIEW: стиль программирования,Блюм Питер,ДМК-Пресс:LabVIEW,906,1161,22,На складе
Искусство автономного тестирования с примерами на С#,Ошероув Рой,ДМК-Пресс,1610,2064,22,На складе
Графовые базы данных. Новые возможности для работы,Робинсон Ян и др.,ДМК-Пресс,1306,1674,22,На складе
Руководство по микропроцессорному обеспечению,,ДМК-Пресс,1409,1806,22,Ограничено
Программирование компьютерного зрения на языке Python,Солем Ян Эрик,ДМК-Пресс,1409,1806,22,На складе
"UML Проектирование систем реального времени, распределенных и параллельных приложений",Гома Хассан,ДМК-Пресс,2012,2580,22,На складе
"Периферийные устройства: интерфейсы, схемотехника, программирование",Авдеев Вадим Александрович,ДМК-Пресс:Все о радиоэлектронике,1810,2321,22,На складе
R в действии. Анализ и визуализация данных на языке R,Кабаков Роберт И.,ДМК-Пресс,1610,2064,22,На складе
Анализ больших наборов данных,Лесковец Юре и др.,ДМК-Пресс,2414,3095,22,Ограничено
Построение компиляторов,Вирт Никлаус,ДМК-Пресс,807,1035,22,На складе
Современный PHP. Новые возможности и передовой опыт,Локхарт Джош,ДМК-Пресс,1306,1674,22,На складе
MATLAB. Теория и практика,Гилат Амос,ДМК-Пресс,1610,2064,22,На складе
Параллельное программирование на С++ в действии. Практика разработки многопоточных программ,Уильямс Энтони,ДМК-Пресс,2012,2580,22,На складе
Наиболее эффективное использование С++. 35 новых рекомендаций  по улучшению ваших программ,Мейерс Скотт,ДМК-Пресс:Для программистов,1005,1289,22,На складе
Введение в надежное и безопасное распределенное программирование,Качина Кристиан и др.,ДМК-Пресс,2012,2580,22,Ограничено
C# 6.0. Карманный справочник,"Албахари Джозеф, Албахари Бен",Вильямс,814,1044,22,На складе
Разработка веб-приложений с использованием Flask на языке Python,Гринберг Мигель,ДМК-Пресс,1306,1674,22,На складе
Python. К вершинам мастерства,Рамальо Лучано,ДМК-Пресс,2012,2580,22,На складе
Введение в ECMAScript 6,Прасти Нараян,ДМК-Пресс,1005,1289,22,На складе
Программирование для Windows на С/С++. В 2-х томах. Том 2,Мартынов Николай Николаевич,Бином,312,400,22,На складе
Программирование мобильных устройств на платформе .Net Compact Framework,Самре Иво,Вильямс,1041,1334,22,Ограничено
"Разработка приложений для iPhone, iPad и iPod touch с использованием iOS SDK",Марк Дэйв и др.,Вильямс,1348,1728,22,На складе
Silverlight 5 с примерами на C# для профессионалов,Мак-Дональд Мэтью,Вильямс,1619,2075,22,На складе
C# 5.0.Справочник. Полное описание языка,"Албахари Джозеф, Албахари Бен",Вильямс,2229,2858,22,Ограничено
Java EE 7. Основы,Гупта Арун,Вильямс,814,1044,22,Ограничено
Java SE 8. Вводный курс,Хорстманн Кей С.,Вильямс,814,1044,22,Ограничено
Joomla! Для профессионалов,Рамел Дэн,Вильямс,1348,1728,22,На складе
Microsoft Exchange Server 2013. Полное руководство,Моримото Рэнд и др.,Вильямс,2973,3811,22,Ограничено
WinRT. программирование на C# для профессионалов,"Рихтер Джеффри, ван де Боспурт Мартен",Вильямс,1348,1728,22,Ограничено
"Программирование для iOS 7. Основы Objective-C, Xcode и Cocoa",Нойбург Мэтт,Вильямс,1080,1384,22,Ограничено
Руководство для программиста на Java. 75 рекомендаций по написанию надежных и защищенных программ,Лонг Фрэд и др.,Вильямс,743,953,22,На складе
ASP.NET MVC 5 с примерами на C# 5.0 для профессионалов,Фримен Адам,Вильямс,4459,5717,22,Ограничено
Java. Библиотека профессионала. Том 2. Расширенные средства программирования,"Хорстманн Кей С., Корнелл Гари",Вильямс,2973,3811,22,Ограничено
Drupal 7. Руководство пользователя,Колисниченко Денис Николаевич,Диалектика,289,371,22,На складе
Joomla 2.5. Руководство пользователя,Колисниченко Денис Николаевич,Диалектика,420,538,22,Ограничено
C# 5.0 и платформа .NET 4.5 для профессионалов,Глинн Джей и др.,Диалектика,2022,2592,22,Ограничено
Расширение библиотеки STL для С++. Наборы и итераторы (+CD),Уилсон Мэтью,BHV,915,1173,22,На складе
Python на практике,Саммерфилд Марк,ДМК-Пресс:Профессиональная серия программиста,1207,1547,22,На складе
Линейное программирование. Руководство к решению задач,Лунгу Константин Никитович,Физматлит,295,378,22,Ограничено
Поисковая адаптация. Теория и практика,Курейчик Виктор Михайлович и др.,Физматлит:Информационные и компьютерные технологии,719,922,22,Ограничено
Методы оптимальных решений. В 2 томах. Том 1. Общие положения. Математическое программирование,"Соколов Александр Валерьевич, Токарев Владислав Васильевич",Физматлит,1762,2259,22,На складе
Методы оптимальных решений. В 2 томах. Том 2. Многокритериальность. Динамика. Неопределенность,Токарев Владислав Васильевич,Физматлит,1673,2145,22,Ограничено
Компьютерное моделирование логических процессов. Архитектура и язык решателя задач,Подколзин Александр Сергеевич,Физматлит,1859,2383,22,Ограничено
Дизайн и эволюция языка С++,Страуструп Бьерн,ДМК-Пресс:Для программистов,1105,1417,22,На складе
Программирование в Delphi. Учебник по классическим версиям Delphi (+CD),Архангельский Алексей Яковлевич,Бином: ,1143,1465,22,На складе
Обработка естественного языка на Java,Риз Ричард,ДМК-Пресс,1409,1806,22,На складе
Современное логическое программирование на языке Visual Prolog 7.5. Учебник,Марков В. Н.,BHV:Что вам могут не сказать...,963,1234,22,На складе
Теория вычислений для программистов,Стюарт Том,ДМК-Пресс:Теория программирования,1306,1674,22,На складе
Алгоритмы и структуры данных. Новая версия для Оберона,Вирт Никлаус,ДМК-Пресс:Классика программирования,906,1161,22,На складе
Искусство поиска решения в нестандартной задаче,Потопахин Виталий Валерьевич,ДМК-Пресс:Прикладное программирование,611,783,22,На складе
Программирование на Python для начинающих,МакГрат Майк,Эксмо-Пресс:Программирование для начинающих,600,769,22,На складе
Применение Web-стандартов. CSS и Ajax для больших сайтов,Шмитт Кристофер и др.,Корона-Принт,346,444,22,На складе
Автоматизированные информационно-управляющие системы с применением SCADA-системы TRACE MODE,Пьявченко Тамила Алексеевна,Лань:Учебники для вузов. Специальная литература,2386,No old price,No discount,На складе
Язык Swift. Самоучитель,Харазян Айк Арменович,BHV:Самоучитель,395,507,22,На складе
ATDD. Разработка программного обеспечения через приемочные тесты. Практический подход,Гэртнер Маркус,ДМК-Пресс,1105,1417,22,На складе
Читаем Тьюринга. Путешествие по исторической статье Тьюринга о вычислимости и машинах Тьюринга,Петцольд Чарльз,ДМК-Пресс:Классика программирования,1610,2064,22,На складе
Шейдеры и эффекты в Unity. Книга рецептов,Ламмерс Кенни,ДМК-Пресс,1105,1417,22,На складе
MUMPS СУБД. Практика применения и опыт программирования,Каратаев Евгений Анатольевич,Солон-пресс:Библиотека профессионала,1562,2002,22,Ограничено
Полезное программирование. Уникальное руководство,Комлев Николай Юрьевич,Солон-пресс:Библиотека профессионала,947,1214,22,На складе
Visual FoxPro 9.0. Учебный курс,,Корона-Принт,645,827,22,На складе
MATLAB и SIMULINK для радиоинженеров,Дьяконов Владимир Павлович,ДМК-Пресс:Математика и Matlab,2616,3354,22,На складе
Справочник по языку Haskell,Душкин Роман Викторович,ДМК-Пресс: ,1306,1674,22,На складе
Java EE 7 и сервер приложений GlassFish 4,Хеффельфингер Дэвид,ДМК-Пресс,1225,1570,22,На складе
Программирование на ассемблере на платформе x86-64,Аблязов Руслан Зуфярович,ДМК-Пресс,906,1161,22,На складе
Семантический веб,Антониоу Григорис и др.,ДМК-Пресс,1207,1547,22,На складе
Функциональное программирование на языке Haskell,Душкин Роман Викторович,ДМК-Пресс,1409,1806,22,На складе
Программирование на языке Go. Разработка приложений XXI века,Саммерфильд Марк,ДМК-Пресс:Профессиональное программирование,1810,2321,22,На складе
Разработка приложений Java EE 7 в NetBeans 8,Хеффельфингер Дэвид,ДМК-Пресс,1225,1570,22,На складе
Разработка программного обеспечения: управление изменениями,"Белладжио Дэвид, Миллиган Том",ДМК-Пресс: ,878,1126,22,Ограничено
От математики к обобщенному программированию,"Степанов Александр, Роуз Дэниэл Э.",ДМК-Пресс,1207,1547,22,На складе
Изучаем программирование на JavaScript,"Фримен Эрик, Робсон Элизабет",Питер:Head First (O'Reilly),2565,3288,22,На складе
Путь Ruby,"Фултон Хэл, Арко Андрэ",ДМК-Пресс:Профессиональная серия программиста,2012,2580,22,На складе
Программирование на Objective-C,Кочан Стивен,Эком:Библиотека разработчика,1994,2556,22,На складе
Изучаем Spark,Карау Холден и др.,ДМК-Пресс,1306,1674,22,На складе
Статистический анализ и визуализация данных с помощью R,"Мастицкий Сергей Эдуардович, Шитиков Владимир",ДМК-Пресс,1610,2064,22,На складе
LLVM. Инфраструктура для разработки компиляторов,"Кардос Лопес Бруно, Аулер Рафаэль",ДМК-Пресс,1306,1674,22,На складе
OpenGL ES 3.0. Руководство разработчика,"Гинсбург Дэн, Пурномо Будирижанто",ДМК-Пресс,1810,2321,22,На складе
Современный Фортран на практике,Маркус Арьен,ДМК-Пресс,1207,1547,22,Ограничено
Elastix - общайтесь свободно!,Юров Владислав,Эком,1221,1565,22,Ограничено
Постреляционная СУБД Cache 5. Объектно-ориентированная разработка приложений (+CD),Кирстен Вольфганг и др.,Бином,652,836,22,На складе
Квантовые вычисления и функциональное программирование,Душкин Роман Викторович,ДМК-Пресс,711,911,22,На складе
Создание облачных и мобильных приложений на языке F#,Мол Дэниел,ДМК-Пресс:Функциональное программирование,807,1035,22,На складе
OpenGL 4. Язык шейдеров. Книга рецептов,Вольф Дэвид,ДМК-Пресс,1610,2064,22,На складе
Микроконтроллеры AVR семейств Tiny и Mega фирмы ATMEL,Евстифеев А.В.,ДМК-Пресс:Мировая электроника,1207,1547,22,На складе
"Проектирование на ПЛИС. Архитектура, средства и методы. Курс молодого бойца",Максфилд Клайв,ДМК-Пресс:Программируемые системы,1207,1547,22,На складе
Программирование микроконтроллеров ATMEL на языке C (+CD),Прокопенко Вадим Сергеевич,Корона-Принт,918,1177,22,На складе
Семь моделей конкуренции и параллелизма за семь недель,Батчер Пол,ДМК-Пресс,1409,1806,22,На складе
Адаптивные и инвариантные алгоритмы обнаружения объектов на изображениях и их моделирование в Matla,Волков Владимир Юрьевич,Лань,1163,1491,22,На складе
Дневник охотника за ошибками. Путешествие через джунгли проблем безопасности программного обеспеч.,Клейн Тобиас,ДМК-Пресс,1005,1289,22,На складе
Введение в UML от создателей языка,Рамбо Джеймс и др.,ДМК-Пресс:Классика программирования,1207,1547,22,На складе
Silverlight 4. Создание насыщенных Web-приложений,Байдачный Сергей Сергеевич,Солон-пресс:Библиотека профессионала,544,697,22,На складе
EJB 3 в действии,Панда Дебу и др.,ДМК-Пресс:Программирование в действии,2012,2580,22,Ограничено
Программирование на Java,"Нимейер Патрик, Леук Дэниэл",Эксмо:Мировой компьютерный бестселлер,1904,2441,22,Ограничено
"Обработка неструктурированных текстов. Поиск, организация и манипулирование",Ингерсолл Грант С. и др.,ДМК-Пресс:Программирование в действии,1509,1934,22,На складе
Жемчужины проектирования алгоритмов. Функциональный подход. С примерами на языке Haskell,Бёрд Ричард,ДМК-Пресс,1207,1547,22,На складе
Асинхронное программирование в C# 5.0,Дэвис Алекс,ДМК-Пресс,515,660,22,На складе
Практика программирования на языке Паскаль. Задачи и решения,Медведик Владимир Иванович,ДМК-Пресс,1409,1806,22,На складе
Методы обработки и распознавания изображений лиц в задачах биометрии,Кухарев Георгий Александрович и др.,Политехника,1073,1375,22,На складе
Эффективные технологии создания информационных систем,"Мещеряков Сергей Владимирович, Иванов Владимир Михайлович",Политехника,528,677,22,На складе
Введение в теорию языков программирования,"Довек Жиль, Леви Жан-Жак",ДМК-Пресс,611,783,22,На складе
Spring в действии,Уоллс Крейг,ДМК-Пресс:Программирование в действии,2012,2580,22,На складе
Программирование на языке OCaml,Мински Ярон и др.,ДМК-Пресс:Функциональное программирование,2012,2580,22,На складе
Платформа Windows Azure,"Редкар Теджасви, Тони Гвидичи",ДМК-Пресс,1610,2064,22,На складе
"За пределами ""Linux с нуля"". Версия 7.4. Том 2",,ДМК-Пресс,1610,2064,22,На складе
Расширение библиотеки jQuery,Вуд Кит,ДМК-Пресс,1049,1345,22,Ограничено
.NET Сетевое программирование,Кумар Винод и др.,Лори,1225,1570,22,На складе
Редкая профессия,Зуев Евгений Александрович,ДМК-Пресс,611,783,22,На складе
Моделирование электротехнических устройств в MATLAB. SimPowerSystems и Simulink,Черных Илья Викторович,ДМК-Пресс:Проектирование,807,1035,22,На складе
Java. Эффективное программирование,Блох Джошуа,Лори,1296,1661,22,Ограничено
Разработка веб-приложений с использованием AngularJS,"Козловский Павел, Бэкон Дарвин Питер",ДМК-Пресс,1306,1674,22,На складе
Zend Framework 2.0 разработка веб-приложений,Шасанкар Кришна,Питер:Библиотека программиста,455,583,22,Ограничено
"Разработка приложений для Windows Phone. Архитектура, фреймворки, API",Гецманн Патрик и др.,BHV,1372,1759,22,На складе
Основы теории вейвлетов. Вейвлеты в MATLAB,Смоленцев Николай Константинович,ДМК-Пресс:Математика и Matlab,1364,1749,22,Ограничено
Visuai Basic в задачах и примерах,Сафронов Игорь Константинович,BHV:В задачах и примерах,294,377,22,На складе
LabVIEW. Практический курс для инженеров и разработчиков,Магда Юрий Степанович,ДМК-Пресс:Все о LabVIEW,611,783,22,Ограничено
Самоучитель PHP 5/6,"Кузнецов Максим Валерьевич, Симдянов Игорь Вячеславович",BHV:Самоучитель,807,1034,22,Ограничено
Нейронное программирование диалоговых систем,Толкачев Сергей Федорович,Корона-Принт:Для программистов и разработчиков,293,376,22,Ограничено
Программирование для школьников и студентов. Учебное пособие,"Колесов Вадим Владимирович, Романов Максим Николаевич",Феникс:Абитуриент,183,234,22,На складе
jQuery Mobile. Разработка приложений для смартфонов и планшетов,Фиртман Максимилиано,BHV,368,472,22,На складе
"Принципы построения, применения и проектирования компьютерной платформы U-SYS","Росляков Александр Владимирович, Крылов Павел Сергеевич",Солон-пресс:Библиотека студента,355,455,22,На складе
Разработка приложений Java EE 6 в NetBeans 7,Хеффельфингер Дэвид,ДМК-Пресс,1207,1547,22,Ограничено
Курс практического программирования в Delphi. Объектно – ориентированное программирование. Практикум,Санников Е. В.,Солон-пресс:Элективный курс. Профильное обучение,845,1083,22,На складе
MUMPS СУБД Практика применения и опыт программирования,Каратаев Евгений Анатольевич,Солон-пресс:Библиотека профессионала,1260,1616,22,Ограничено
C++ AMP. Построение массивно параллельных программ с помощью Microsoft Visual C++,"Грегори Кейт, Миллер Эйд",ДМК-Пресс,1409,1806,22,Ограничено
Оптимизация производительности приложений для iOS. Для профессионалов,Во Ханг,ДМК-Пресс,963,1234,22,На складе
Изучаем программирование для iPAD. Практич. руководство по созданию приложений для iPAD с ОС iOS 5,"Тэрнер Кирби, Харрингтон Том",ДМК-Пресс,1260,1615,22,Ограничено
Программирование на алгоритмическом языке КуМир,"Анеликова Людмила Александровна, Гусева Ольга Борисовна",Солон-пресс:Элективный курс. Профильное обучение,288,369,22,На складе
Создание web-приложений в Silverlight,Буньон Лоран,ДМК-Пресс,874,1120,22,На складе
С++ для начинающих,Шилдт Герберт,Эком:Шаг за шагом,1055,1352,22,На складе
Цифровая обработка сигналов. Моделирование в Simulink,Солонина Алла Ивановна,BHV:Учебное пособие,544,698,22,На складе
XSLT. Сборник рецептов,Мангано Сэл,BHV,991,1271,22,На складе
iPhone. Разработка приложений с открытым кодом,Здзиарски Джонатан,BHV:Бестселлеры O`Reilly,356,456,22,Ограничено
Профессиональное программирование приложений для iPhone и iPad,Баклин Джин,Эксмо:Мировой компьютерный бестселлер,1026,1316,22,На складе
JavaFX 2.0. Разработка RIA-приложений,Машнин Тимур Сергеевич,BHV:Профессиональное программирование,394,505,22,На складе
Программирование для студентов и школьников на примере Small Basic,Ахметов Ильдар Геннадьевич,BHV:Информатика и ИКТ,208,267,22,На складе
Silverlight. Практическое руководство,Браун Пит,Питер,1332,1708,22,На складе
PHP. Создание динамических страниц,Пауэрс Дэвид,Рид Групп:Веб-технологии,1223,No old price,No discount,На складе
Изучаем Java,"Сьерра Кэтти, Бейтс Берт",Эксмо:Мировой компьютерный бестселлер,1349,1730,22,На складе
Самоучитель Adobe Dreamweaver CS5.5,Дронов Владимир Александрович,BHV:Профессиональное программирование,323,414,22,На складе
Язык программирования Java и среда NetBeans (+DVD),Монахов Вадим Валерьевич,BHV:Мастер решений,678,869,22,На складе
Flex 4. Рецепты программирования,Ноубл Джошуа и др.,BHV:Рецепты программирования,1175,1506,22,На складе
Цифровая обработка сигналов на системном уровне с использованием LabVIEW (+CD),"Кехтарнаваз Насер, Ким Намджин",Додека XXI век,1805,2314,22,Ограничено
1С: Предприятие 8.2. Коротко о главном. Новые возможности версии 8.2 (+CD),Радченко Максим Григорьевич,1С:1С: Предприятие 8.2,251,419,40,На складе
"""1С.Предприятие 8"". Конвертация данных. Обмен данными между прикладными решениями (+CD)","Бояркин В.Э., Филатов А. И.",1С:1С: Предприятие 8,244,407,40,На складе
"Как настраивать ""1С:Предприятие 8.2"" при внедрении (+СD)",Ажеронок Валентин Александрович,1С:1С: Предприятие 8.2,244,407,40,На складе
Нейросети и нейрокомпьютеры,"Злобин Владимир Константинович, Ручкин Владимир Николаевич",BHV:Учебное пособие,294,377,22,На складе
ASP.NET. Сборник рецептов (+CD),Агуров Павел Владимирович,BHV:Профессиональное программирование,472,605,22,На складе
C# 3.0. Справочник,Албахари Джозеф,BHV:Бестселлеры O`Reilly,756,969,22,Ограничено
Firebird: руководство разраб баз данных,Борри Хелен,BHV:В подлиннике,725,929,22,Ограничено
Самоучитель Silverlight 3,Дронов Владимир Александрович,BHV:Самоучитель,368,472,22,На складе
Windows Driver Foundation: разработка драйверов,"Орвик Пенни, Смит Гай",BHV,915,1173,22,На складе
Microsoft ASP.NET 2.0. Базовый курс. Мастер-класс,Эспозито Дино,Питер,800,1026,22,На складе
Exchange Server 2010. Практическое руководство,Весселиус Яап,Эком,906,1162,22,Ограничено
Macromedia Authorware 6.0. Разработка мультимедийных учебных курсов,Гультяев Алексей Константинович,Корона-Принт: ,381,489,22,На складе
Микрокомпьютерные системы управления. Первое знакомство,Суэмацу Есикадзу,Додека XXI век: ,807,1035,22,На складе
